135,1000,play,1/7/2025 12:05,desktop,US,sessS1
148,1003,pause,1/7/2025 12:10,mobile,EU,sessS2
162,1006,skip,1/7/2025 12:15,tablet,APAC,sessS3
157,1009,forward,1/7/2025 12:20,desktop,US,sessS4
149,1002,play,1/7/2025 12:25,mobile,EU,sessS5
164,1005,pause,1/7/2025 12:31,tablet,APAC,sessS6
159,1008,skip,1/7/2025 12:36,desktop,US,sessS7
145,1001,forward,1/7/2025 12:41,mobile,EU,sessS8
138,1004,play,1/7/2025 12:46,tablet,APAC,sessS9
152,1007,pause,1/7/2025 12:51,desktop,US,sessS10
140,1000,skip,1/7/2025 12:56,mobile,EU,sessS1
157,1003,forward,1/7/2025 13:02,tablet,APAC,sessS11
165,1006,play,1/7/2025 13:07,desktop,US,sessS12
173,1009,pause,1/7/2025 13:12,mobile,EU,sessS13
160,1002,skip,1/7/2025 13:17,tablet,APAC,sessS14
155,1005,forward,1/7/2025 13:22,desktop,US,sessS15
148,1008,play,1/7/2025 13:27,mobile,EU,sessS16
162,1001,pause,1/7/2025 13:33,tablet,APAC,sessS17
170,1004,skip,1/7/2025 13:38,desktop,US,sessS18
159,1007,forward,1/7/2025 13:43,mobile,EU,sessS19
