150,1005,play,1/10/2025 10:05,desktop,US,sessV1
164,1008,pause,1/10/2025 10:10,mobile,EU,sessV2
157,1001,skip,1/10/2025 10:16,tablet,APAC,sessV3
143,1004,forward,1/10/2025 10:21,desktop,US,sessV4
155,1007,play,1/10/2025 10:27,mobile,EU,sessV5
162,1002,pause,1/10/2025 10:32,tablet,APAC,sessV6
149,1005,skip,1/10/2025 10:37,desktop,US,sessV7
157,1008,forward,1/10/2025 10:43,mobile,EU,sessV8
165,1001,play,1/10/2025 10:48,tablet,APAC,sessV9
170,1004,pause,1/10/2025 10:54,desktop,US,sessV10
158,1007,skip,1/10/2025 10:59,mobile,EU,sessV1
149,1002,forward,1/10/2025 11:05,tablet,APAC,sessV11
157,1005,play,1/10/2025 11:10,desktop,US,sessV12
165,1008,pause,1/10/2025 11:15,mobile,EU,sessV13
160,1001,skip,1/10/2025 11:21,tablet,APAC,sessV14
148,1004,forward,1/10/2025 11:26,desktop,US,sessV15
155,1007,play,1/10/2025 11:32,mobile,EU,sessV16
162,1002,pause,1/10/2025 11:37,tablet,APAC,sessV17
170,1005,skip,1/10/2025 11:42,desktop,US,sessV18
159,1008,forward,1/10/2025 11:48,mobile,EU,sessV19
