140,1007,play,1/6/2025 7:05,desktop,US,sessR1
153,1002,pause,1/6/2025 7:10,mobile,EU,sessR2
167,1005,skip,1/6/2025 7:15,tablet,APAC,sessR3
158,1008,forward,1/6/2025 7:20,desktop,US,sessR4
149,1001,play,1/6/2025 7:26,mobile,EU,sessR5
162,1004,pause,1/6/2025 7:31,tablet,APAC,sessR6
157,1007,skip,1/6/2025 7:36,desktop,US,sessR7
143,1002,forward,1/6/2025 7:41,mobile,EU,sessR8
150,1005,play,1/6/2025 7:46,tablet,APAC,sessR9
164,1008,pause,1/6/2025 7:52,desktop,US,sessR10
159,1001,skip,1/6/2025 7:57,mobile,EU,sessR1
168,1004,forward,1/6/2025 8:02,tablet,APAC,sessR11
157,1007,play,1/6/2025 8:07,desktop,US,sessR12
146,1002,pause,1/6/2025 8:12,mobile,EU,sessR13
153,1005,skip,1/6/2025 8:18,tablet,APAC,sessR14
160,1008,forward,1/6/2025 8:23,desktop,US,sessR15
148,1001,play,1/6/2025 8:28,mobile,EU,sessR16
155,1004,pause,1/6/2025 8:33,tablet,APAC,sessR17
162,1007,skip,1/6/2025 8:38,desktop,US,sessR18
170,1002,forward,1/6/2025 8:44,mobile,EU,sessR19
