145,1005,play,1/1/2025 8:15,desktop,US,sess1
167,1002,pause,1/1/2025 8:17,mobile,EU,sess2
132,1009,skip,1/1/2025 8:20,tablet,APAC,sess3
189,1001,forward,1/1/2025 8:25,desktop,US,sess4
157,1007,play,1/1/2025 8:30,mobile,EU,sess2
123,1004,pause,1/1/2025 8:33,tablet,APAC,sess5
160,1008,skip,1/1/2025 8:37,desktop,US,sess6
175,1003,forward,1/1/2025 8:40,mobile,EU,sess7
150,1006,play,1/1/2025 8:45,tablet,APAC,sess1
110,1000,pause,1/1/2025 8:50,desktop,US,sess8
134,1002,skip,1/1/2025 8:55,mobile,EU,sess9
159,1007,forward,1/1/2025 9:00,tablet,APAC,sess10
142,1005,play,1/1/2025 9:05,desktop,US,sess11
167,1003,pause,1/1/2025 9:10,mobile,EU,sess12
158,1009,skip,1/1/2025 9:15,tablet,APAC,sess3
196,1001,forward,1/1/2025 9:20,desktop,US,sess13
178,1008,play,1/1/2025 9:25,mobile,EU,sess14
140,1000,pause,1/1/2025 9:30,tablet,APAC,sess15
155,1004,skip,1/1/2025 9:35,desktop,US,sess16
162,1006,forward,1/1/2025 9:40,mobile,EU,sess17
