150,1002,play,1/8/2025 14:05,desktop,US,sessT1
162,1005,pause,1/8/2025 14:10,mobile,EU,sessT2
174,1008,skip,1/8/2025 14:15,tablet,APAC,sessT3
158,1001,forward,1/8/2025 14:21,desktop,US,sessT4
145,1004,play,1/8/2025 14:26,mobile,EU,sessT5
131,1007,pause,1/8/2025 14:31,tablet,APAC,sessT6
139,1000,skip,1/8/2025 14:36,desktop,US,sessT7
152,1003,forward,1/8/2025 14:42,mobile,EU,sessT8
165,1006,play,1/8/2025 14:47,tablet,APAC,sessT9
170,1009,pause,1/8/2025 14:52,desktop,US,sessT10
155,1002,skip,1/8/2025 14:57,mobile,EU,sessT1
160,1005,forward,1/8/2025 15:03,tablet,APAC,sessT11
148,1008,play,1/8/2025 15:08,desktop,US,sessT12
157,1001,pause,1/8/2025 15:13,mobile,EU,sessT13
162,1004,skip,1/8/2025 15:18,tablet,APAC,sessT14
149,1007,forward,1/8/2025 15:24,desktop,US,sessT15
136,1000,play,1/8/2025 15:29,mobile,EU,sessT16
143,1003,pause,1/8/2025 15:34,tablet,APAC,sessT17
157,1006,skip,1/8/2025 15:39,desktop,US,sessT18
165,1009,forward,1/8/2025 15:45,mobile,EU,sessT19
