130,1008,play,1/3/2025 9:05,desktop,US,sessX
149,1001,pause,1/3/2025 9:10,mobile,EU,sessY
172,1004,skip,1/3/2025 9:15,tablet,APAC,sessZ
138,1007,forward,1/3/2025 9:20,desktop,US,sessX
157,1002,play,1/3/2025 9:25,mobile,EU,sessAA
165,1009,pause,1/3/2025 9:31,tablet,APAC,sessBB
140,1003,skip,1/3/2025 9:36,desktop,US,sessCC
150,1006,forward,1/3/2025 9:41,mobile,EU,sessDD
160,1008,play,1/3/2025 9:46,tablet,APAC,sessX
132,1005,pause,1/3/2025 9:51,desktop,US,sessEE
145,1001,skip,1/3/2025 9:57,mobile,EU,sessFF
158,1007,forward,1/3/2025 10:02,tablet,APAC,sessGG
167,1002,play,1/3/2025 10:07,desktop,US,sessHH
176,1009,pause,1/3/2025 10:12,mobile,EU,sessII
154,1003,skip,1/3/2025 10:17,tablet,APAC,sessJJ
162,1006,forward,1/3/2025 10:22,desktop,US,sessKK
139,1008,play,1/3/2025 10:28,mobile,EU,sessLL
148,1005,pause,1/3/2025 10:33,tablet,APAC,sessMM
157,1001,skip,1/3/2025 10:38,desktop,US,sessNN
165,1007,forward,1/3/2025 10:43,mobile,EU,sessOO
